urdu,nagari,transliteration,count
ارمان,अरमान,armaan,1
وقتِ مے پرستی,वक़त‐ए‐मैपरसती,vaqt-e mai-parastii,1
مطلوب,मतलूब,ma:tluub,1
پاے گل,पा‐ए‐गुल,paa-e gul,1
خمِ دستِ نوازش,ख़म‐ए‐दसत‐ए‐नवाज़िश,;xam-e dast-e navaazish,1
سبک,सुबुक,subuk,1
دورِ قدح,दौर‐ए‐क़दह,daur-e qada;h,1
آب دار,आबदार,aab-daar,1
نکلنا,निकलना,nikalnaa,1
بادہِ دوشینہ,बादा‐ए‐दोशीना,baadah-e doshiinah,1
آئنہِ انتظار,आइना‐ए‐इंतिज़ार,aa))inah-e inti:zaar,1
ستایش گر,सतायिशगर,sataayish-gar,1
دکھائیں,दिखाएं,dikhaa))e;n,1
سیاہی,सियाही,siyaahii,1
منفعل,मुंफ़िल,munfa((il,1
بیگانگیِ خلق,बेगानगी‐ए‐ख़लक़,begaanagii-e ;xalq,1
لڑتا,लड़ता,la;rtaa,1
مصوّر,मुसवविर,mu.savvir,1
وعدہِ دل دار,वादा‐ए‐दिलदार,va((dah-e dil-daar,1
مزار,मज़ार,mazaar,1
نیرنگِ بیتابی,नैरंग‐ए‐बेताबी,nairang-e betaabii,1
حریفِ مےِ مرد افگنِ عشق,हरीफ़‐ए‐मै‐ए‐मरदअफ़गन‐ए‐इशक़,;hariif-e mai-e mard-afgan-e ((ishq,1
گورِ غریباں,गोर‐ए‐ग़रीबाँ,gor-e ;gariibaa;n,1
جوشِ جنونِ عشق,जोश‐ए‐जुनून‐ए‐इशक़,josh-e junuun-e ((ishq,1
کوسوں,कोसों,koso;n,1
شان,शान,shaan,1
خندہہاے بے جا,ख़ंदहहा‐ए‐बेजा,;xandah'haa-e be-jaa,1
شمعیں,शमें,sham((e;n,1
پرسشِ جراحتِ دل,पुरसिश‐ए‐जराहत‐ए‐दिल,pursish-e jaraa;hat-e dil,1
رہوے,रहवे,rahve,1
جامِ مے,जाम‐ए‐मै,jaam-e mai,1
سنائے,सुनाए,sunaa))e,1
عارِ دل,आर‐ए‐दिल,((aar-e dil,1
تغافل دوست,तग़ाफ़ुलदोसत,ta;gaaful-dost,1
مہر باں,मिहरबाँ,mihr-baa;n,1
توفیق,तौफ़ीक़,taufiiq,1
اہلِ طلب,अहल‐ए‐तलब,ahl-e :talab,1
قحطِ غمِ الفت,क़हत‐ए‐ग़म‐ए‐उलफ़त,qa;h:t-e ;gam-e ulfat,1
جلوہ نما,जलवानुमा,jalvah-numaa,1
اتنے,इतने,itne,1
مہر و وفا,मिहर‐ओ‐वफ़ा,mihr-o-vafaa,1
دلگی,दिललगी,dillagii,1
گل و لالہ,गुल‐ओ‐लाला,gul-o-laalah,1
غمزے,ग़मज़े,;gamze,1
خوبانِ دل آزار,ख़ूबान‐ए‐दिलआज़ार,;xuubaan-e dil-aazaar,1
طرزِ تغافل,तरज़‐ए‐तग़ाफ़ुल,:tarz-e ta;gaaful,1
پوچھی,पूछी,puuchhii,1
لاوے,लावे,laave,1
شکوہِ ہجراں,शिकवा‐ए‐हिजराँ,shikvah-e hijraa;n,1
درازی,दराज़ी,daraazii,1
تابِ رنجِ نومیدی,ताब‐ए‐रंज‐ए‐नौमीदी,taab-e ranj-e naumiidii,1
کنارہ,किनारा,kinaarah,1
جتنی,जितनी,jitnii,1
شبِ مہتاب,शब‐ए‐महताब,shab-e mahtaab,1
در قفاے خندہ,दरक़फ़ा‐ए‐ख़ंदा,dar-qafaa-e ;xandah,1
نشّہ,नशशा,nashshah,1
آغوشِ رقیب,आग़ोश‐ए‐रक़ीब,aa;gosh-e raqiib,1
کنجِ قفس,कुंज‐ए‐क़फ़स,kunj-e qafas,1
ضرور,ज़रूर,.zaruur,1
تندیِ خو,तुंदी‐ए‐ख़ू,tundii-e ;xuu,1
گردنِ مینا,गरदन‐ए‐मीना,gardan-e miinaa,1
شراب خانے,शराबख़ाने,sharaab-;xaane,1
قلزمِ خوں,क़ुलज़ुम‐ए‐ख़ूँ,qulzum-e ;xuu;n,1
سرِ ہر,सर‐ए‐हर,sar-e har,1
دیدہِ دیدار جو,दीदा‐ए‐दीदारजो,diidah-e diidaar-jo,1
ماہِ نو,माह‐ए‐नौ,maah-e nau,1
گہرہاے راز,गुहरहा‐ए‐राज़,guharhaa-e raaz,1
خطِ رخسارِ دوست,ख़त‐ए‐रुख़सार‐ए‐दोसत,;xa:t-e ru;xsaar-e dost,1
مہماں,मिहमाँ,mihmaa;n,1
بیکار,बेकार,bekaar,1
مقدارِ حسرتِ دل,मिक़दार‐ए‐हसरत‐ए‐दिल,miqdaar-e ;hasrat-e dil,1
باختن,बाख़तन,baa;xtan,1
منّتِ طفلاں,मिन्नत‐ए‐तिफ़लाँ,minnat-e :tiflaa;n,1
قدرِ حسرتِ دل,क़दर‐ए‐हसरत‐ए‐दिल,qadr-e ;hasrat-e dil,1
گوشہِ دستار,गोशा‐ए‐दसतार,goshah-e dastaar,1
ازل,अज़ल,azal,1
فوتِ فرصتِ ہستی,फ़ौत‐ए‐फ़ुरसत‐ए‐हसती,faut-e fur.sat-e hastii,1
بے قرار,बेक़रार,be-qaraar,1
دینی,देनी,denii,1
شمار,शुमार,shumaar,1
بے ربطیِ عنواں,बेरबती‐ए‐उंवाँ,be-rab:tii-e ((unvaa;n,1
شمعِ ماتم خانہ,शम‐ए‐मातमख़ाना,sham((-e maatam-;xaanah,1
صحبتِ رنداں,सुहबत‐ए‐रिंदाँ,.su;hbat-e rindaa;n,1
ڈبویا,डुबोया,;duboyaa,1
کہوے,कहवे,kahve,1
پیکان,पैकान,paikaan,1
تغیّر,तग़ययुर,ta;gayyur,1
فرقِ ناز,फ़रक़‐ए‐नाज़,farq-e naaz,1
شانہ کشِ زلفِ یار,शानाकश‐ए‐ज़ुलफ़‐ए‐यार,shaanah-kash-e zulf-e yaar,1
غمّازی,ग़ममाज़ी,;gammaazii,1
دھواں,धुवाँ,dhuvaa;n,1
دبی,दबी,dabii,1
متاعِ دست گرداں,मता‐ए‐दसतगरदाँ,mataa((-e dast-gardaa;n,1
عناں گیرِ خرام,इनाँगीर‐ए‐ख़िराम,((inaa;n-giir-e ;xiraam,1
خلل,ख़लल,;xalal,1
بالِ یک,बाल‐ए‐यक,baal-e yak,1
خانہِ عاشق,ख़ाना‐ए‐आशिक़,;xaanah-e ((aashiq,1
چڑھ,चढ़,cha;rh,1
تعمیر,तामीर,ta((miir,1
صورتِ دود,सूरत‐ए‐दूद,.suurat-e duud,1
برقِ تجلی,बरक़‐ए‐तजलली,barq-e tajallii,1
ولیکن,वलेकिन,valekin,1
ہلال,हिलाल,hilaal,1
سپرد,सुपुरद,supurd,1
خالقِ اکبر,ख़ालिक़‐ए‐अकबर,;xaaliq-e akbar,1
کھٹکے,खटके,kha;tke,1
اٹھتے,उठते,u;thte,1
خور,ख़ुर,;xvur,1
مصاحب,मुसाहिब,mu.saa;hib,1
اعتمادِ وفا داری,एतमाद‐ए‐वफ़ादारी,i((timaad-e vafaa-daarii,1
پڑتی,पड़ती,pa;rtii,1
بیگانگی,बेगानगी,begaanagii,1
دونا,दूना,duunaa,1
جاناں,जानाँ,jaanaa;n,1
عجز,अजज़,((ajz,1
تکرارِ دوست,तकरार‐ए‐दोसत,takraar-e dost,1
نگینِ نامِ شاہد,नगीन‐ए‐नाम‐ए‐शाहिद,nagiin-e naam-e shaahid,1
دل کشا,दिलकुशा,dil-kushaa,1
وقفِ بسترِ سنجاب,वक़फ़‐ए‐बिसतर‐ए‐संजाब,vaqf-e bistar-e sanjaab,1
موتی,मोती,motii,1
اتنی,इतनी,itnii,1
ہوسِ بال و پر,हवस‐ए‐बाल‐ओ‐पर,havas-e baal-o-par,1
ظلمت گستری,ज़ुलमतगुसतरी,:zulmat-gustarii,1
گرمیِ بزم,गरमी‐ए‐बज़म,garmii-e bazm,1
روانیِ روش و مستیِ ادا,रवानी‐ए‐रविश‐ओ‐मसती‐ए‐अदा,ravaanii-e ravish-o-mastii-e adaa,1
ورق,वरक़,varaq,1
ہتھکنڈے,हथकंडे,hathka;n;de,1
تارِ زلف,तार‐ए‐ज़ुलफ़,taar-e zulf,1
باطل,बातिल,baa:til,1
دل و جگر,दिल‐ओ‐जिगर,dil-o-jigar,1
شائبہِ خوبیِ تقدیر,शाइबा‐ए‐ख़ूबी‐ए‐तक़दीर,shaa))ibah-e ;xuubii-e taqdiir,1
سیلابِ بلا,सैलाब‐ए‐बला,sailaab-e balaa,1
رخسار,रुख़सार,ru;xsaar,1
جوشِ بادہ,जोश‐ए‐बादा,josh-e baadah,1
محوِ پرسشہاے پنہانی,महव‐ए‐पुरसिशहा‐ए‐पिंहानी,ma;hv-e pursish'haa-e pinhaanii,1
خوابِ گل,ख़वाब‐ए‐गुल,;xvaab-e gul,1
روے یار,रू‐ए‐यार,ruu-e yaar,1
روح ال قدس,रूहउलक़ुदुस,ruu;h-ul-qudus,1
چھیڑیے,छेड़िये,chhe;riye,1
رہنِ سخن,रहन‐ए‐सुख़न,rahn-e su;xan,1
بارِ خاطر,बार‐ए‐ख़ातिर,baar-e ;xaa:tir,1
طالعِ بیدارِ بستر,ताला‐ए‐बेदार‐ए‐बिसतर,:taala((-e bedaar-e bistar,1
تریاکیِ قدیم,तिरयाकी‐ए‐क़दीम,tiryaakii-e qadiim,1
چپک,चिपक,chipak,1
مثال,मिसाल,mi;saal,1
تصوّرِ جاناں,तसववुर‐ए‐जानाँ,ta.savvur-e jaanaa;n,1
محال,मुहाल,mu;haal,1
رگِ تاک,रग‐ए‐ताक,rag-e taak,1
فروغِ حسن,फ़ुरोग़‐ए‐हुसन,furo;g-e ;husn,1
طاقتِ آشوبِ آگہی,ताक़त‐ए‐आशोब‐ए‐आगही,:taaqat-e aashob-e aagahii,1
اپنا سا,अपनासा,apnaa-saa,1
حدیثِ زلفِ عنبر بارِ دوست,हदीस‐ए‐ज़ुलफ़‐ए‐अंबरबार‐ए‐दोसत,;hadii;s-e zulf-e ((anbar-baar-e dost,1
تئمّل,तअममुल,ta))ammul,1
بچتے,बचते,bachte,1
سبحہ و زنّار,सुबहा‐ओ‐ज़ुन्नार,sub;hah-o-zunnaar,1
چراغِ خانہِ درویش,चिराग़‐ए‐ख़ाना‐ए‐दरवेश,chiraa;g-e ;xaanah-e darvesh,1
سبدِ گل,सबद‐ए‐गुल,sabad-e gul,1
سر نامے,सरनामे,sar-naame,1
پھرنے,फिरने,phirne,1
دوئی,दूई,duu))ii,1
کھائیں,खाएं,khaa))e;n,1
نازِ گراں مایگیِ اشک,नाज़‐ए‐गिराँमायगी‐ए‐अशक,naaz-e giraa;n-maayagii-e ashk,1
مانگا,मांगा,maa;ngaa,1
بے خودی و ہشیاری,बेख़ुदी‐ओ‐हुशयारी,be-;xvudii-o-hushyaarii,1
خانہ آرائی,ख़ानाआराई,;xaanah-aaraa))ii,1
پرستاریِ وہم,परसतारी‐ए‐वहम,parastaarii-e vahm,1
پوجنا,पूजना,puujnaa,1
خوابِ سنگیں,ख़वाब‐ए‐संगीं,;xvaab-e sangii;n,1
عشق و مزدوریِ عشرت گہِ خسرو,इशक़‐ओ‐मज़दूरी‐ए‐इशरतगा‐ए‐ख़ुसरौ,((ishq-o-mazduurii-e ((ishrat-gah-e ;xusrau,1
چلیں,चलें,chale;n,1
کھینچتا,खैंचता,khai;nchtaa,1
نقشِ وفا,नक़श‐ए‐वफ़ा,naqsh-e vafaa,1
کوتاہیِ قسمت,कोताही‐ए‐क़िसमत,kotaahii-e qismat,1
مژگانِ چشمِ تر,मिझ़गान‐ए‐चशम‐ए‐तर,mizhgaan-e chashm-e tar,1
چاہیں,चाहें,chaahe;n,1
پنبہِ مینا,पुंबा‐ए‐मीना,punbah-e miinaa,1
غم خوارگی,ग़मख़वारगी,;gam-;xvaaragii,1
خار خارِ المِ حسرتِ دیدار,ख़ारख़ार‐ए‐अलम‐ए‐हसरत‐ए‐दीदार,;xaar-;xaar-e alam-e ;hasrat-e diidaar,1
حرف,हरफ़,;harf,1
ضامنِ نشاط,ज़ामिन‐ए‐नशात,.zaamin-e nashaa:t,1
عرضِ متاعِ عقل و دل و جاں,अरज़‐ए‐मता‐ए‐अक़ल‐ओ‐दिल‐ओ‐जाँ,((ar.z-e mataa((-e ((aql-o-dil-o-jaa;n,1
نقشِ نازِ بتِ طنّاز,नक़श‐ए‐नाज़‐ए‐बुत‐ए‐तन्नाज़,naqsh-e naaz-e but-e :tannaaz,1
غزل خواں,ग़ज़लख़वाँ,;gazal-;xvaa;n,1
چشمِ ما,चशम‐ए‐मा,chashm-e maa,1
دین و دل,दीन‐ओ‐दिल,diin-o-dil,1
گردوں,गरदूँ,garduu;n,1
بجھتی,बुझती,bujhtii,1
دیر,दैर,dair,1
دکھلاوے,दिखलावे,dikhlaave,1
بتِ عربدہ جو,बुत‐ए‐अरबदाजू,but-e ((arbadah-juu,1
نفسِ بے اثر,नफ़स‐ए‐बेअसर,nafas-e be-a;sar,1
طلبگارِ مرد,तलबगार‐ए‐मरद,:talabgaar-e mard,1
ستم زدہ,सितमज़दा,sitam-zadah,1
حریفِ دمِ افعی,हरीफ़‐ए‐दम‐ए‐अफ़ी,;hariif-e dam-e af((ii,1
دودِ شمعِ کشتہ,दूद‐ए‐शम‐ए‐कुशता,duud-e sham((-e kushtah,1
نبردِ عشق,नबरद‐ए‐इशक़,nabard-e ((ishq,1
ہم دمی,हमदमी,ham-damii,1
حبابِ موجہِ رفتار,हबाब‐ए‐मौजा‐ए‐रफ़तार,;habaab-e maujah-e raftaar,1
مہشر,महशर,mahshar,1
پشت خار,पुशतख़ार,pusht-;xaar,1
چراغِ رہگزارِ باد,चिराग़‐ए‐रहगुज़ार‐ए‐बाद,chiraa;g-e rahguzaar-e baad,1
یعقوب,याक़ूब,ya((quub,1
بے شانہِ صبا,बेशाना‐ए‐सबा,be-shaanah-e .sabaa,1
جویاے زخمِ کاری,जूया‐ए‐ज़ख़म‐ए‐कारी,juuyaa-e za;xm-e kaarii,1
نیرنگِ نظر,नैरंग‐ए‐नज़र,nairang-e na:zar,1
اہلِ بزم,अहल‐ए‐बज़म,ahl-e bazm,1
طاقتِ سخن,ताक़त‐ए‐सुख़न,:taaqat-e su;xan,1
نا حق,नाहक़,naa-;haq,1
چھری,छुरी,chhurii,1
سونپ,सौंप,sau;np,1
فلکِ نا انصاف,फ़लक‐ए‐नाइंसाफ़,falak-e naa-in.saaf,1
خو,ख़ो,;xo,1
عذرِ بارش,उज़र‐ए‐बारिश,((u;zr-e baarish,1
سر تا سر,सरतासर,sar-taa-sar,1
غارت گرِ ناموس,ग़ारतगर‐ए‐नामूस,;gaarat-gar-e naamuus,1
چشمہاے کشادہ,चशमहा‐ए‐कुशादा,chashmhaa-e kushaadah,1
تپشِ شعلہِ سوزاں,तपिश‐ए‐शुला‐ए‐सोज़ाँ,tapish-e shu((lah-e sozaa;n,1
حلقہِ گرداب,हलक़ा‐ए‐गिरदाब,;halqah-e girdaab,1
غبارِ وحشتِ مجنوں,ग़ुबार‐ए‐वहशत‐ए‐मजनूँ,;gubaar-e va;hshat-e majnuu;n,1
بغل,बग़ल,ba;gal,1
حاجت مند,हाजतमंद,;haajat-mand,1
ہم پیشہ و ہم مشرب و ہم راز,हमपेशा‐ओ‐हममशरब‐ओ‐हमराज़,ham-peshah-o-ham-mashrab-o-ham-raaz,1
خود آرائی,ख़ुदआराई,;xvud-aaraa))ii,1
چھلے,छलले,chhalle,1
مجالِ خواب,मजाल‐ए‐ख़वाब,majaal-e ;xvaab,1
ذوقِ خواری,ज़ौक़‐ए‐ख़वारी,;zauq-e ;xvaarii,1
بجاے حسرتِ ناز,बजा‐ए‐हसरत‐ए‐नाज़,bajaa-e ;hasrat-e naaz,1
مانعِ وحشت خرامیہاے لیلیٰ,माना‐ए‐वहशतख़िरामीहा‐ए‐लैला,maana((-e va;hshat-;xiraamiihaa-e lail;aa,1
بیمارِ دوست,बीमार‐ए‐दोसत,biimaar-e dost,1
خانہ ویراں سازیِ حیرت,ख़ानावीराँसाज़ी‐ए‐हैरत,;xaanah-viiraa;n-saazii-e ;hairat,1
آغوشِ بلا,आग़ोश‐ए‐बला,aa;gosh-e balaa,1
ولی,वली,valii,1
ہواے جلوہِ ناز,हवा‐ए‐जलवा‐ए‐नाज़,havaa-e jalvah-e naaz,1
حریفِ رازِ محبّت,हरीफ़‐ए‐राज़‐ए‐मुहबबत,;hariif-e raaz-e mu;habbat,1
جہانِ خراب,जहान‐ए‐ख़राब,jahaan-e ;xaraab,1
کنارِ بحر,किनार‐ए‐बहर,kinaar-e ba;hr,1
جلوہ گر,जलवागर,jalvah-gar,1
مگس,मगस,magas,1
حاصلِ الفت,हासिल‐ए‐उलफ़त,;haa.sil-e ulfat,1
پردہِ عماری,परदा‐ए‐अमारी,pardah-e ((amaarii,1
شرحِ اسبابِ گرفتاریِ خاطر,शरह‐ए‐असबाब‐ए‐गिरिफ़तारी‐ए‐ख़ातिर,shar;h-e asbaab-e giriftaarii-e ;xaa:tir,1
کجا,कुजा,kujaa,1
لعل و زمرّد و زر و گوہر,लाल‐ओ‐ज़ुमुररुद‐ओ‐ज़र‐ओ‐गौहर,la((l-o-zumurrud-o-zar-o-gauhar,1
ایماں,ईमाँ,iimaa;n,1
پیامِ وعدہِ دیدارِ دوست,पयाम‐ए‐वादा‐ए‐दीदार‐ए‐दोसत,payaam-e va((dah-e diidaar-e dost,1
کاوش,काविश,kaavish,1
چارہ سازیِ وحشت,चारासाज़ी‐ए‐वहशत,chaarah-saazii-e va;hshat,1
چرانا,चुराना,churaanaa,1
سحر,सहर,sa;har,1
درِ آئینہ,दर‐ए‐आईना,dar-e aa))iinah,1
نخچیر,नख़चीर,na;xchiir,1
روزِ سیاہ,रोज़‐ए‐सियाह,roz-e siyaah,1
بے باک,बेबाक,be-baak,1
نقساں,नुक़साँ,nuqsaa;n,1
پوجتا,पूजता,puujtaa,1
حیرت کدہِ شوخیِ ناز,हैरतकदा‐ए‐शोख़ी‐ए‐नाज़,;hairat-kadah-e sho;xii-e naaz,1
رنجِ نومیدیِ جاوید,रंज‐ए‐नौमीदी‐ए‐जावेद,ranj-e naumiidii-e jaaved,1
زبانِ اہلِ زباں,ज़बान‐ए‐अहल‐ए‐ज़बाँ,zabaan-e ahl-e zabaa;n,1
لکیریں,लकीरें,lakiire;n,1
ٹوٹے,टूटे,;tuu;te,1
بے گرہ,बेगिरा,be-girah,1
صلا,सला,.salaa,1
پشتِ دستِ عجز,पुशत‐ए‐दसत‐ए‐अजज़,pusht-e dast-e ((ajz,1
شرمِ نا رسائی,शरम‐ए‐नारसाई,sharm-e naa-rasaa))ii,1
جوے شیر,जू‐ए‐शीर,juu-e shiir,1
پارہہاے دل,पारहहा‐ए‐दिल,paarah'haa-e dil,1
شوریدگی,शोरीदगी,shoriidagii,1
کتنا,कितना,kitnaa,1
سر چشمہِ دیگر,सरचशमा‐ए‐दीगर,sar-chashmah-e diigar,1
بارِ منّتِ مزدور,बार‐ए‐मिन्नत‐ए‐मज़दूर,baar-e minnat-e mazduur,1
ابھرا,उभरा,ubhraa,1
بھرنے,भरने,bharne,1
اشک,अशक,ashk,1
دیدار,दीदार,diidaar,1
مژگانی,मिझ़गानी,mizhgaanii,1
